Gutenberg Blocks with AI by Kadence WP – Page Builder Features;20+ AI-powered Gutenberg Blocks with endless options, enabling top-notch efficiency for high-performance dynamic website creation.;20+ AI-powered Gutenberg Blocks with endless options, enabling top-notch efficiency for high-performance dynamic website creation.;500 000+ активных установок;6.8.1
WP Shortcodes Plugin — Shortcodes Ultimate;Обширная коллекция визуальных компонентов для вашего сайта;Обширная коллекция визуальных компонентов для вашего сайта;500 000+ активных установок;6.8.1
AMP;Самый простой способ улучшить показатель «Удобство страниц» для всех. Работает на основе AMP.;Самый простой способ улучшить показатель «Удобство страниц» для всех. Работает на основе AMP.;500 000+ активных установок;6.8.1
Yoast SEO;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью плагина Yoast SEO.;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью плагина Yoast SEO.;10+ млн активных установок;6.8.1
WPForms — простой конструктор форм для WordPress с контактными и платежными формами, опросами и прочим;Лучший плагин контактных форм для WordPress. Удобный онлайн-конструктор с функцией перетаскивания, позволяющий создавать красивые контактные формы, формы оплаты и другие произвольные формы.;Лучший плагин контактных форм для WordPress. Удобный онлайн-конструктор с функцией перетаскивания, позволяющий создавать красивые контактные формы, формы оплаты и другие произвольные формы.;6+ млн активных установок;6.8.1
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки наличия вредоносного ПО. Включает бесплатный доступ к полезным инструментам, в том числе статистике, сети доставки контента и публикации записей в социальных сетях.;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки наличия вредоносного ПО. Включает бесплатный доступ к полезным инструментам, в том числе статистике, сети доставки контента и публикации записей в социальных сетях.;4+ млн активных установок;6.8.1
Rank Math SEO – Инструменты SEO с ИИ для доминирования в SEO-рейтинге;Rank Math SEO — лучший WordPress SEO плагин, сочетающий в себе функции многих инструментов SEO и ИИ в одном пакете и помогающий умножать SEO трафик сайта.;Rank Math SEO — лучший WordPress SEO плагин, сочетающий в себе функции многих инструментов SEO и ИИ в одном пакете и помогающий умножать SEO трафик сайта.;3+ млн активных установок;6.8.1
Advanced Editor Tools;Расширяет и улучшает редактор блоков (Gutenberg) и классический редактор (TinyMCE).;Расширяет и улучшает редактор блоков (Gutenberg) и классический редактор (TinyMCE).;2+ млн активных установок;6.8.1
MC4WP: Mailchimp for WordPress;The #1 Mailchimp plugin for WordPress. Allows you to add a multitude of newsletter sign-up methods to your site.;The #1 Mailchimp plugin for WordPress. Allows you to add a multitude of newsletter sign-up methods to your site.;2+ млн активных установок;6.8.1
Complianz — GDPR/CCPA Cookie Consent;Configure your Cookie Banner, Cookie Consent and Cookie Policy with our Wizard and Cookies Scan.;Configure your Cookie Banner, Cookie Consent and Cookie Policy with our Wizard and Cookies Scan.;1+ млн активных установок;6.8.1
Smush Image Optimization – Optimize Images | Compress & Lazy Load Images | Convert WebP & AVIF | Image CDN;Optimize images & bulk compress images with lossless compression, lazy load, convert to WebP or AVIF, and properly size images via CDN for incredi …;Optimize images & bulk compress images with lossless compression, lazy load, convert to WebP or AVIF, and properly size images via CDN for incredi …;1+ млн активных установок;6.8.1
Smash Balloon Social Photo Feed — удобный плагин для лент социальных сетей;Ранее плагин назывался «Instagram Feed». Аккуратное отображение постов из нескольких учетных записей Instagram в виде настраиваемого и адаптивного потока. Поддерживает встроенные файлы Instagram.;Ранее плагин назывался «Instagram Feed». Аккуратное отображение постов из нескольких учетных записей Instagram в виде настраиваемого и адаптивного потока. Поддерживает встроенные файлы Instagram.;1+ млн активных установок;6.8.1
Spectra Gutenberg Blocks – конструктор сайтов для редактора блоков;Повышение пощьности Gutenberg расширенными блоками для ускорения создания сайта WordPress без особых усилий!;Повышение пощьности Gutenberg расширенными блоками для ускорения создания сайта WordPress без особых усилий!;1+ млн активных установок;6.8.1
Redux Framework;Redux — это простая, действительно расширяемая и полностью адаптируемая структура опций для тем и плагинов WordPress. Он поставляется со встроенной демонстрацией.;Redux — это простая, действительно расширяемая и полностью адаптируемая структура опций для тем и плагинов WordPress. Он поставляется со встроенной демонстрацией.;1+ млн активных установок;6.8.1
Smart Slider 3;Плагин адаптивного слайдера для простого создания слайдов в визуальном редакторе. Создавайте красивые слайдеры изображений, слоёв, видео, записей блога и т.д.;Плагин адаптивного слайдера для простого создания слайдов в визуальном редакторе. Создавайте красивые слайдеры изображений, слоёв, видео, записей блога и т.д.;900 000+ активных установок;6.8.1
Events Calendar;Events Calendar: плагин календаря №1 для WordPress. Создавайте события (в том числе и виртуальные!) на своем сайте и управляйте ими с помощью данного плагина.;Events Calendar: плагин календаря №1 для WordPress. Создавайте события (в том числе и виртуальные!) на своем сайте и управляйте ими с помощью данного плагина.;700 000+ активных установок;6.8.1
Ninja Forms — The Contact Form Builder That Grows With You;Конструктор форм WordPress, удобный для новичков. Тащи-и-бросай поля формы, чтобы создать красивые профессиональные контактные формы за считанные минуты.;Конструктор форм WordPress, удобный для новичков. Тащи-и-бросай поля формы, чтобы создать красивые профессиональные контактные формы за считанные минуты.;700 000+ активных установок;6.7.2
Slider, Gallery, and Carousel by MetaSlider — Image Slider, Video Slider;Slider, gallery, carousel plugin for WordPress. Build your image slider, video slider, post slider, YouTube slider, or WooCommerce product slider.;Slider, gallery, carousel plugin for WordPress. Build your image slider, video slider, post slider, YouTube slider, or WooCommerce product slider.;600 000+ активных установок;6.8.1
MailPoet — рассылки, маркетинг и автоматизация электронной почты;Отправляйте прекрасные рассылки из WordPress. Собирайте подписчиков с помощью форм подписки, автоматизируйте письма для WooCommerce, уведомлений о записях в блоге и…;Отправляйте прекрасные рассылки из WordPress. Собирайте подписчиков с помощью форм подписки, автоматизируйте письма для WooCommerce, уведомлений о записях в блоге и…;600 000+ активных установок;6.8.1
Forminator Forms – Contact Form, Payment Form & Custom Form Builder;Лучший плагин для создания форм WordPress. Создавайте контактные формы, формы оплаты и формы заказов с более чем 1000 интеграциями.;Лучший плагин для создания форм WordPress. Создавайте контактные формы, формы оплаты и формы заказов с более чем 1000 интеграциями.;500 000+ активных установок;6.8.1
Gutenberg Blocks with AI by Kadence WP – Page Builder Features;20+ AI-powered Gutenberg Blocks with endless options, enabling top-notch efficiency for high-performance dynamic website creation.;20+ AI-powered Gutenberg Blocks with endless options, enabling top-notch efficiency for high-performance dynamic website creation.;500 000+ активных установок;6.8.1
WP Shortcodes Plugin — Shortcodes Ultimate;Обширная коллекция визуальных компонентов для вашего сайта;Обширная коллекция визуальных компонентов для вашего сайта;500 000+ активных установок;6.8.1
AMP;Самый простой способ улучшить показатель «Удобство страниц» для всех. Работает на основе AMP.;Самый простой способ улучшить показатель «Удобство страниц» для всех. Работает на основе AMP.;500 000+ активных установок;6.8.1
Photo Gallery, Sliders, Proofing and Themes — NextGEN Gallery;The most popular gallery plugin that lets you create galleries and albums in seconds.;The most popular gallery plugin that lets you create galleries and albums in seconds.;400 000+ активных установок;6.8.1
CoBlocks — конструктор страниц Блоки Gutenberg;CoBlocks — это набор блоков WordPress для конструктора страниц для Gutenberg, с более чем 10 новыми блоками и настоящим конструктором страниц со строками и столбцами.;CoBlocks — это набор блоков WordPress для конструктора страниц для Gutenberg, с более чем 10 новыми блоками и настоящим конструктором страниц со строками и столбцами.;400 000+ активных установок;6.8.1
Duplicate Post;Дублировать запись;Дублировать запись;300 000+ активных установок;6.8.1
Formidable Forms — Contact Form Plugin, Survey, Quiz, Payment, Calculator Form & Custom Form Builder;Самый продвинутый плагин для форм WordPress. Выйдите за рамки контактных форм с нашим конструктором форм для опросов, викторин и многого другого.;Самый продвинутый плагин для форм WordPress. Выйдите за рамки контактных форм с нашим конструктором форм для опросов, викторин и многого другого.;300 000+ активных установок;6.8.1
Блоки Otter — блоки Gutenberg, конструктор страниц для редактора Gutenberg и FSE;Quickly create WordPress pages with 20+ blocks, 100+ ready-to-import designs, and advanced editor extensions. It’s website building, Lego-style!;Quickly create WordPress pages with 20+ blocks, 100+ ready-to-import designs, and advanced editor extensions. It’s website building, Lego-style!;300 000+ активных установок;6.8.1
SEOPress — On-site SEO;SEOPress, простой, быстрый и мощный SEO плагин для WordPress. Повышение рейтинга в поисковых системах, полностью белая этикетка. Теперь с искусственным интеллектом.;SEOPress, простой, быстрый и мощный SEO плагин для WordPress. Повышение рейтинга в поисковых системах, полностью белая этикетка. Теперь с искусственным интеллектом.;300 000+ активных установок;6.8.1
Members — Membership & User Role Editor Plugin;Лучший плагин для управления пользователями WordPress и редактирования ролей пользователей. User Roles & Capabilities позволяет ограничивать доступ к содержимому всего за несколько кликов.;Лучший плагин для управления пользователями WordPress и редактирования ролей пользователей. User Roles & Capabilities позволяет ограничивать доступ к содержимому всего за несколько кликов.;300 000+ активных установок;6.8.1
HubSpot — CRM, Email Marketing, Live Chat, Forms & Analytics;The CRM, Sales, and Marketing WordPress plugin to grow your business better. Capture, organize, and engage web visitors with free live chat, forms, CR …;The CRM, Sales, and Marketing WordPress plugin to grow your business better. Capture, organize, and engage web visitors with free live chat, forms, CR …;300 000+ активных установок;6.7.2
Burst Statistics — Privacy-Friendly Analytics for WordPress;Self-hosted, privacy-friendly stats for WordPress. Simple interface, no setup. Get detailed analytics with Burst Statistics.;Self-hosted, privacy-friendly stats for WordPress. Simple interface, no setup. Get detailed analytics with Burst Statistics.;300 000+ активных установок;6.8.1
PrettyLinks — Affiliate Links, Link Branding, Link Tracking, Marketing and Stripe Payments Plugin;🌠 Лучший WordPress плагин для управления ссылками, брендинга, отслеживания, обмена и платежей. Легко создавайте красивые и отслеживаемые короткие ссылки. 🔗;🌠 Лучший WordPress плагин для управления ссылками, брендинга, отслеживания, обмена и платежей. Легко создавайте красивые и отслеживаемые короткие ссылки. 🔗;300 000+ активных установок;6.8.1
Popup Builder — Create highly converting, mobile friendly marketing popups.;Увеличьте продажи и конверсию, определите круг потенциальных потребителей и получите хороший призыв к действию с умным плагином всплывающего окна для WordPress.;Увеличьте продажи и конверсию, определите круг потенциальных потребителей и получите хороший призыв к действию с умным плагином всплывающего окна для WordPress.;200 000+ активных установок;6.8.1
Photo Gallery by 10Web — Mobile-Friendly Image Gallery;Photo Gallery — это мощный плагин галереи изображений со списком расширенных параметров для создания адаптивных галерей изображений с красивым лайтбоксом.;Photo Gallery — это мощный плагин галереи изображений со списком расширенных параметров для создания адаптивных галерей изображений с красивым лайтбоксом.;200 000+ активных установок;6.7.2
Fonts Plugin | Use Google Fonts, Adobe Fonts or Upload Fonts;The easiest to customize fonts in WordPress. Optimized for Speed. 1000+ font choices. Supports Google Fonts, Adobe Fonts and Upload Fonts.;The easiest to customize fonts in WordPress. Optimized for Speed. 1000+ font choices. Supports Google Fonts, Adobe Fonts and Upload Fonts.;200 000+ активных установок;6.8.1
Social Post Feed от Smash Balloon — простые ленты социальных сетей в WordPress;"Ранее ""Custom Facebook Feed"". Отображение полностью настраиваемых лент Facebook со страниц Facebook. Поддерживает Facebook oEmbeds.";"Ранее ""Custom Facebook Feed"". Отображение полностью настраиваемых лент Facebook со страниц Facebook. Поддерживает Facebook oEmbeds.";200 000+ активных установок;6.8.1
Orbit Fox от ThemeIsle;Этот плагин швейцарский нож, поставляется с качественной библиотекой шаблонов, модулями меню/значков общего доступа, блоками Gutenberg и недавно добавленными виджетами конструктора страниц Elementor/BeaverBuilder в каждом выпуске.;Этот плагин швейцарский нож, поставляется с качественной библиотекой шаблонов, модулями меню/значков общего доступа, блоками Gutenberg и недавно добавленными виджетами конструктора страниц Elementor/BeaverBuilder в каждом выпуске.;200 000+ активных установок;6.8.1
Layout Grid Block;Контейнерный блок Gutenberg позволяет единообразно выравнивать элементы по глобальной сетке.;Контейнерный блок Gutenberg позволяет единообразно выравнивать элементы по глобальной сетке.;100 000+ активных установок;6.2.6
Custom Twitter Feeds — виджет для твитов или виджет для ленты X;Отображайте записи из сети X (твиты из Twitter) из любой общедоступной учетной записи в аккуратной и привлекательной ленте, которая будет обновляться еженедельно.;Отображайте записи из сети X (твиты из Twitter) из любой общедоступной учетной записи в аккуратной и привлекательной ленте, которая будет обновляться еженедельно.;100 000+ активных установок;6.8.1
Essential Blocks – Конструктор страниц Gutenberg на базе искусственного интеллекта: блоки, шаблоны и шаблоны;Power up the Gutenberg block editor with AI, 60+ essential blocks, patterns, templates, Woo blocks, post grids, with a robust WordPress block library.;Power up the Gutenberg block editor with AI, 60+ essential blocks, patterns, templates, Woo blocks, post grids, with a robust WordPress block library.;100 000+ активных установок;6.8.1
FooGallery – Responsive Photo Gallery, Image Viewer, Justified, Masonry & Carousel;Create stunning, SEO optimized galleries using beautiful pre-built templates or advanced settings for complete customization and control.;Create stunning, SEO optimized galleries using beautiful pre-built templates or advanced settings for complete customization and control.;100 000+ активных установок;6.8.1
Плагин галереи для WordPress — Envira Photo Gallery;Envira Gallery — самая быстрая, простая и функциональная галерея изображений в WordPress. Лайтбокс с конструктором с функцией перетаскивания, который поможет вам…;Envira Gallery — самая быстрая, простая и функциональная галерея изображений в WordPress. Лайтбокс с конструктором с функцией перетаскивания, который поможет вам…;100 000+ активных установок;6.7.2
Embed Plus for YouTube Gallery, Livestream and Lazy Loading with Facades;A multi-featured plugin to embed YouTube in WordPress. Embed a responsive video, YouTube channel gallery, playlist gallery, YouTube livestream.;A multi-featured plugin to embed YouTube in WordPress. Embed a responsive video, YouTube channel gallery, playlist gallery, YouTube livestream.;100 000+ активных установок;6.8.1
GiveWP — Платформа для пожертвований и фандрайзинга;Принимайте пожертвования и начинайте сбор средств с помощью GiveWP, плагина для пожертвований WordPress с самым высоким рейтингом для онлайн пожертвований.;Принимайте пожертвования и начинайте сбор средств с помощью GiveWP, плагина для пожертвований WordPress с самым высоким рейтингом для онлайн пожертвований.;100 000+ активных установок;6.7.2
Feeds for YouTube (плагин для видео, канала и галереи YouTube);Плагин Feeds for YouTube позволяет отображать настраиваемые ленты YouTube с любого канала YouTube.;Плагин Feeds for YouTube позволяет отображать настраиваемые ленты YouTube с любого канала YouTube.;100 000+ активных установок;6.8.1
Schema & Structured Data for WP & AMP;Schema & Structured Data adds Google Rich Snippets markup according to Schema.org guidelines to structure your site for SEO.;Schema & Structured Data adds Google Rich Snippets markup according to Schema.org guidelines to structure your site for SEO.;100 000+ активных установок;6.8.1
LuckyWP Table of Contents;Создаёт SEO-дружественное содержание для ваших постов/страниц. Работает автоматически или вручную (через шорткод, Gutenberg-блок или виджет).;Создаёт SEO-дружественное содержание для ваших постов/страниц. Работает автоматически или вручную (через шорткод, Gutenberg-блок или виджет).;100 000+ активных установок;6.7.2
Pods — Custom Content Types and Fields;Pods — это платформа для создания, управления и развертывания настраиваемых типов контента и полей для любого проекта.;Pods — это платформа для создания, управления и развертывания настраиваемых типов контента и полей для любого проекта.;100 000+ активных установок;6.8.1
EmbedPress – PDF Embed, PDF 3D FlipBook, Instagram Social Feeds, Google Docs, Vimeo, Wistia, YouTube Videos, Maps & Upload PDF Documents;EmbedPress lets you embed videos, pages, social feeds, embed PDF 3D flipbooks & other content on WordPress without coding & enhance storytelling.;EmbedPress lets you embed videos, pages, social feeds, embed PDF 3D flipbooks & other content on WordPress without coding & enhance storytelling.;100 000+ активных установок;6.8.1
Social Значки & Sharing Buttons by WPZOOM;Add social media icons and sharing buttons to your website! Social Значки & Sharing Buttons includes 400+ icons and customizable sharing buttons.;Add social media icons and sharing buttons to your website! Social Значки & Sharing Buttons includes 400+ icons and customizable sharing buttons.;100 000+ активных установок;6.8.1
Hustle — Email Marketing, Lead Generation, Optins, Popups;Setup email optin forms, popups, newsletter forms & subscription forms to generate email leads with the best marketing popup builder;Setup email optin forms, popups, newsletter forms & subscription forms to generate email leads with the best marketing popup builder;100 000+ активных установок;6.8.1
Web Stories;Web Stories — это визуальные истории для вашего сайта с быстрой загрузкой и полноэкранным режимом, погружающие ваших читателей в насышенный контент ваших историй.;Web Stories — это визуальные истории для вашего сайта с быстрой загрузкой и полноэкранным режимом, погружающие ваших читателей в насышенный контент ваших историй.;90 000+ активных установок;6.8.1
Event Tickets and Registration;Event Tickets позволяет вашим посетителям регистрироваться и покупать билеты на мероприятия на вашем сайте. Также работает с Events Calendar (календарь мероприятий).;Event Tickets позволяет вашим посетителям регистрироваться и покупать билеты на мероприятия на вашем сайте. Также работает с Events Calendar (календарь мероприятий).;90 000+ активных установок;6.8.1
Site Reviews;Site Reviews is a complete review management solution for your website that is designed to work in a similar way to Amazon, Tripadvisor, and Yelp.;Site Reviews is a complete review management solution for your website that is designed to work in a similar way to Amazon, Tripadvisor, and Yelp.;70 000+ активных установок;6.8.1
Qi Blocks;Qi Blocks is the largest collection of Gutenberg blocks developed by Qode Interactive.;Qi Blocks is the largest collection of Gutenberg blocks developed by Qode Interactive.;60 000+ активных установок;6.8.1
Superb Addons: Blocks, Patterns & Theme Designer;Create beautiful WordPress websites easily with 10+ blocks, 200+ patterns, 100+ pre-built pages, animations and Theme Designer. No coding needed!;Create beautiful WordPress websites easily with 10+ blocks, 200+ patterns, 100+ pre-built pages, animations and Theme Designer. No coding needed!;60 000+ активных установок;6.8.1
User Profile Builder — Beautiful User Registration Forms, User Profiles & User Role Editor;Powerful user profile plugin to create front-end user registration forms, login & user profile forms. Includes user role editor & content restriction.;Powerful user profile plugin to create front-end user registration forms, login & user profile forms. Includes user role editor & content restriction.;50 000+ активных установок;6.7.2
Getwid —  Блоки Gutenberg;40+ блоков для редактора Gutenberg, а также несколько готовых бесплатных шаблонов-блоков для редактора блоков WordPress.;40+ блоков для редактора Gutenberg, а также несколько готовых бесплатных шаблонов-блоков для редактора блоков WordPress.;50 000+ активных установок;6.8.1
WP Booking Calendar;"Original ""Booking Calendar"" plugin. Easily manage full-day bookings, time-slot appointments, or events in our all-in-one, outstanding booking system.";"Original ""Booking Calendar"" plugin. Easily manage full-day bookings, time-slot appointments, or events in our all-in-one, outstanding booking system.";50 000+ активных установок;6.8.1
User Profile Picture;Установите пользовательское изображение профиля (аватар) для пользователя с помощью стандартного инструмента загрузки мультимедиа WordPress.;Установите пользовательское изображение профиля (аватар) для пользователя с помощью стандартного инструмента загрузки мультимедиа WordPress.;50 000+ активных установок;6.6.2
Ultimate Blocks — Плагин блоков WordPress;Create Better Content With The Block Editor. Custom Blocks for Bloggers and Content Marketers.;Create Better Content With The Block Editor. Custom Blocks for Bloggers and Content Marketers.;50 000+ активных установок;6.8.1
WP Recipe Maker;Простой и удобный плагин рецептов для всех. Автоматические метаданные JSON-LD метаданные для еды и рецептов улучшат ваше SEO!;Простой и удобный плагин рецептов для всех. Автоматические метаданные JSON-LD метаданные для еды и рецептов улучшат ваше SEO!;50 000+ активных установок;6.8.1
Calculated Fields Form;The CFF plugin allows you to create both simple and professional forms. Its form builder includes dynamic calculated fields and many other controls.;The CFF plugin allows you to create both simple and professional forms. Its form builder includes dynamic calculated fields and many other controls.;50 000+ активных установок;6.8.1
RSS Aggregator by Feedzy – Feed to Post, Autoblogging, News & YouTube Video Feeds Aggregator;The most powerful WordPress RSS aggregator, helping you curate content, autoblog, import RSS & display unlimited RSS feeds within a few minutes.;The most powerful WordPress RSS aggregator, helping you curate content, autoblog, import RSS & display unlimited RSS feeds within a few minutes.;50 000+ активных установок;6.8.1
Photo Gallery, Images, Slider in Rbs Image Gallery;Rbs Image Gallery is a powerful image gallery and photo gallery plugin with advanced features to create responsive galleries with a beautiful lightbox;Rbs Image Gallery is a powerful image gallery and photo gallery plugin with advanced features to create responsive galleries with a beautiful lightbox;40 000+ активных установок;6.8.1
Kit (formerly ConvertKit) — Email Newsletter, Email Marketing, Subscribers and Landing Pages;Build your email subscriber lists, send email marketing newsletters, sell more products and build your membership site with Kit (formerly ConvertKit).;Build your email subscriber lists, send email marketing newsletters, sell more products and build your membership site with Kit (formerly ConvertKit).;40 000+ активных установок;6.8.1
Form Maker by 10Web — Удобный для мобильных устройств конструктор контактных форм с перетаскиванием;Form Maker — это удобный конструктор контактных форм, который позволяет создавать формы для любых целей, от простой формы контакта до многостраничных форм опроса.;Form Maker — это удобный конструктор контактных форм, который позволяет создавать формы для любых целей, от простой формы контакта до многостраничных форм опроса.;40 000+ активных установок;6.5.5
Genesis Blocks;A collection of content blocks, sections, & full-page layouts for the block editor.;A collection of content blocks, sections, & full-page layouts for the block editor.;40 000+ активных установок;6.6.2
Post Grid Gutenberg Blocks for News, Magazines, Blog Websites — PostX;A highly customizable plugin to create news, magazines, and any kind of blog site with post grid, post filter, post slider, and post blocks.;A highly customizable plugin to create news, magazines, and any kind of blog site with post grid, post filter, post slider, and post blocks.;40 000+ активных установок;6.7.2
Gallery Blocks with Lightbox. Image Gallery, (HTML5 video , YouTube, Vimeo) Video Gallery and Lightbox for native gallery;Два в одном. Блоки галереи Gutenberg (Masonry, Justified, Slider, Carousel, Grid) и настраиваемый лайтбокс.;Два в одном. Блоки галереи Gutenberg (Masonry, Justified, Slider, Carousel, Grid) и настраиваемый лайтбокс.;40 000+ активных установок;6.8.1
Слайдер от Soliloquy — адаптивный слайдер изображений для WordPress;Лучший плагин WordPress для слайдеров. Конструктор адаптивных слайдеров с функцией перетаскивания, с которым всего парой щелчков мышью вы сможете создавать красивые слайд-шоу.;Лучший плагин WordPress для слайдеров. Конструктор адаптивных слайдеров с функцией перетаскивания, с которым всего парой щелчков мышью вы сможете создавать красивые слайд-шоу.;40 000+ активных установок;6.6.2
Gutentor — Gutenberg Blocks — Page Builder for Gutenberg Editor;Advanced yet easy, Gutenberg editor page builder blocks. Create a masterpiece, pixel perfect website using modern WordPress Gutenberg blocks.;Advanced yet easy, Gutenberg editor page builder blocks. Create a masterpiece, pixel perfect website using modern WordPress Gutenberg blocks.;30 000+ активных установок;6.8.1
Timetable and Event Schedule by MotoPress;Умный организатор и тайм-менеджмент инструмент с чистым минималистичным дизайном для вывода расписаний предстоящих событий.;Умный организатор и тайм-менеджмент инструмент с чистым минималистичным дизайном для вывода расписаний предстоящих событий.;30 000+ активных установок;6.7.2
